,song,lyrics
7,"b""CAM'RON - OH BOY LYRICS""",Listen to my homeboy Santana
8,"b""CAM'RON - OH BOY LYRICS""",Camron
9,"b""CAM'RON - OH BOY LYRICS""",Until that man is vanished somewhere in the Grand Canyon
10,"b""CAM'RON - OH BOY LYRICS""",Be on the block with my (Boy) with the Roc fella (Boy)
11,"b""CAM'RON - OH BOY LYRICS""",Your moms will say (Oh Boy)
12,"b""CAM'RON - OH BOY LYRICS""",They want the boy Montana with guns with bandanas
13,"b""CAM'RON - OH BOY LYRICS""",Thats why I buck with my (Boy) thats my nigga (Oh Boy)
14,"b""CAM'RON - OH BOY LYRICS""",Clap at your soldiers sober then leave after its over
15,"b""CAM'RON - OH BOY LYRICS""",(Juelz Santana)
16,"b""CAM'RON - OH BOY LYRICS""",Canons and bandanas glammers we dont brandish
17,"b""CAM'RON - OH BOY LYRICS""",Cops and robbers listen every block is blocka (Blocka!!!)
18,"b""CAM'RON - OH BOY LYRICS""","Killa... holla... listen, its the D-I-P (Boy)"
19,"b""CAM'RON - OH BOY LYRICS""",Killa and Coppa we chill in Morocco for reela
20,"b""CAM'RON - OH BOY LYRICS""",Hire me somebody but now my body youre feelin fanicky
21,"b""CAM'RON - OH BOY LYRICS""",Damn shut up (Boy) hes snitchin (Oh Boy)
22,"b""CAM'RON - OH BOY LYRICS""","Shit, aint no stoppin em guns we got alot of em"
23,"b""CAM'RON - OH BOY LYRICS""",And Im back with my (Boy)
24,"b""CAM'RON - OH BOY LYRICS""","If feds was listenin (Boy) damn, whoa, damn..."
25,"b""CAM'RON - OH BOY LYRICS""",Then slap up his (Boy) clap up his (Boy)
26,"b""CAM'RON - OH BOY LYRICS""",Look mami Im no good Im so hood
27,"b""CAM'RON - OH BOY LYRICS""","Hit me when you wanna get rammed in, Ill be scramblin"
28,"b""CAM'RON - OH BOY LYRICS""","He screamin (Boy, Boy, Boy, Boy)"
29,"b""CAM'RON - OH BOY LYRICS""","Killa, Im not your companion or your man standin"
30,"b""CAM'RON - OH BOY LYRICS""",All the girls see the (Boy) look at his kicks (Boy)
31,"b""CAM'RON - OH BOY LYRICS""",But she like the way I diddy bop you peeped that
32,"b""CAM'RON - OH BOY LYRICS""",(Camron)
33,"b""CAM'RON - OH BOY LYRICS""","Thats my (yeah, yeah, yeah, yeah)"
34,"b""CAM'RON - OH BOY LYRICS""","Im in trouble need bail money, shit"
35,"b""CAM'RON - OH BOY LYRICS""",Well fuck it Van Damme em Cam a blam blam em
36,"b""CAM'RON - OH BOY LYRICS""",Call up his (Boy) Im down south tannin
37,"b""CAM'RON - OH BOY LYRICS""",Wrap up his (Boy) get them gats (Oh Boy)
38,"b""CAM'RON - OH BOY LYRICS""",Ma its just a fuck girl get it out pick one up
39,"b""CAM'RON - OH BOY LYRICS""",This niggas bitchin (Boy) hes twistin (Oh Boy)
40,"b""CAM'RON - OH BOY LYRICS""",With lots of mobsters shop for lobsters
41,"b""CAM'RON - OH BOY LYRICS""",He gon come get his (Boy) he got love for his (Boy)
42,"b""CAM'RON - OH BOY LYRICS""",Santanas that (Boy) that squeeze hammers (Oh Boy)
43,"b""CAM'RON - OH BOY LYRICS""","niggas demand ransom over them grands scramblin (Boy, Boy, Boy, Boy)"
44,"b""CAM'RON - OH BOY LYRICS""",Mami I got the remedy Tommys up at the enemy
45,"b""CAM'RON - OH BOY LYRICS""",Just me and my (Boy) and we sayin (Oh Boy)
46,"b""CAM'RON - OH BOY LYRICS""",Put a shell in ya (Boy) now he bleedin (Oh Boy)
47,"b""CAM'RON - OH BOY LYRICS""","PJs, old school, eighteenth at the sports bar"
48,"b""CAM'RON - OH BOY LYRICS""",She want the (Boy) so I give her the (Boy)
49,"b""CAM'RON - OH BOY LYRICS""",Its the (Boy) I said its the (Boy)
50,"b""CAM'RON - OH BOY LYRICS""",Yall niggas cant fuck with the (Boy) Im tellin ya (Boy)
51,"b""CAM'RON - OH BOY LYRICS""","Say (yeah, yeah, yeah, yeah)"
52,"b""CAM'RON - OH BOY LYRICS""",When he got caught with the (Boy) we went to court for the (Boy)
53,"b""CAM'RON - OH BOY LYRICS""",Get him call his (Boy) he weezin he need his (Boy)
54,"b""CAM'RON - OH BOY LYRICS""","We got what you chill it though and fill with them hollows, huh"
55,"b""CAM'RON - OH BOY LYRICS""",Eight or nine on the (Boy) holla at your boy
56,"b""CAM'RON - OH BOY LYRICS""","Yeah this is for the sports cars, Benitas, Jimmys"
57,"b""CAM'RON - OH BOY LYRICS""","Now she screamin out (Boy, Boy, Boy, Boy)"
58,"b""CAM'RON - OH BOY LYRICS""",Matter fact gurus start poppin em
59,"b""CAM'RON - OH BOY LYRICS""",Mink on maury kicks plus chanel ski hat
60,"b""CAM'RON - OH BOY LYRICS""",When the cops come... squalin!!!!
61,"b""CAM'RON - OH BOY LYRICS""",Look at his car (Boy) all I say is (Oh Boy)
62,"b""CAM'RON - OH BOY LYRICS""",Plus the R-O-C (Boy) youll be D-O-A (Boy)
63,"b""CAM'RON - OH BOY LYRICS""",Now she playin with herself Cam dig it out lift her up
0,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",Im doing my thing working around you  
1,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""","So yo, what you waiting for? "
2,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""","Yeah, Uh, Uh, Yeah, Uh, Yeah, etc"
3,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",Jump up freak a hustle  
4,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""", 
5,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",Come on girl come on girl come on  
6,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",Aint no time for playing around  
7,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",We wont say much on this no now  
8,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",Girl what you waiting for?  
9,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",Relax my body and rest my soul  
10,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",Ready to boogie I had on my dancin shoes  
11,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",(Dont Make me Wait) 
12,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",And what I see now is a fine figure-8  
13,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",Come on!  
14,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",Dispense your funds to pass through the door  
15,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",You aint with it let me hear you say aaaaoooo (aaaooo)  
16,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",Cause Im not quite sure that you know how  
17,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",No matter what size shape or colour  
18,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",Going way out when Im aiming to please  
19,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",And make sure yourself aint by yourself 
20,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",Do what you want but move every muscle  
21,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",CMON what you waiting for? 
22,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",(You dont know if theyll be any more)  
23,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",Only one thing to do when you hear this sound  
24,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",Feel the vibe surrounding me  
25,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",dont let the bedbugs bite  
26,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",Cmon what you waiting for?  
27,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""","Baby on not clockin you, Im just glancin  "
28,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",Tap your feet and let your fingers snap  
29,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",Im dyin to get out on the floor  
30,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",Youre allowed as long as your able  
31,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",Grab the world and put it on hold  
32,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""","But keep on dancin, (Keep on dancing!)  "
33,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",Musics pumpin I feel something  
34,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",I waited long enough; I cant wait no more! 
35,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""","O Lord, I must have waited all night long!  "
36,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",Come on over and swing with me  
37,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",Tomorrows gonna be another day  
38,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""","Give what you got, no need to hide  "
39,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",We can jam and enjoy each other  
40,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",Take away the chairs and move away the tables  
41,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",Must be my blood and h! eartbeat thumpin  
42,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",Miscellaneous
43,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",Yeah waiting for the DJ to play my song  
44,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""","""Waiting the timeless time"" "
45,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""","I wasnt with that, not livin like that  "
46,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""","I felt at home, there goes my song  "
47,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",You know what Im saying (I know what youre sayin) 
48,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",Shake your butt but dont break your back  
49,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",You aint with it let me hear you say ho  
50,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""","You havin a good time, climb up my trees  "
51,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",I waited long enough; I cant wait no more!  
52,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",I came here tonight to  
53,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""","So good morning, good afternoon, good night  "
54,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""","Tonight, Im gonna take it- life  "
55,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",Dyin to get on the dance floor  
56,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",(Chanting in background)  
57,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",The Jungle Brothers
58,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",What U Waiting For?
59,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""","Yeah, yeah, some playin a wall  "
60,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""","The joint was packed and it looked like a jungle,  "
61,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",take your mind out yo misery  
62,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""","S! o I hit the floor and jumped on the case,  "
63,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",Sweat pouring from my face  
64,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",Clothes was wet by I didnt care  
65,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",Act yourself with someone else  
66,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",You know theres room for you on the floor  
67,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",Aint in the mood to be singing no blues  
68,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""","Side to side, and just let it ride  "
69,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",So if you want to be a little disco ducka  
70,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",Ladies screaming (We wanna house you!)  
71,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",Lets Lets Lets Get it on  
72,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",Feel the bass come down on me 
73,"b""THE JUNGLE BROTHERS - WHAT 'U' WAITING FOR? LYRICS""",So come on girl come on girl come on  
0,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',"Condos down the shore, multi million pension plans"
1,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',"John Forte, yo, watch your lady"
2,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',Refugee All Stars
3,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',"Every step tangod, your beat dont concern me"
4,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',Should I ask her for a dance
5,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',"Get the CD from Sam Goody, he he"
6,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',And besides Dirtycash talking to her
7,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',"I more than just a rhymer, you still a small timer"
8,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',"Brotha do the math, you aint half near exotic"
9,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',But it aint in my plan to make move without the fam
10,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',Hoping that the game treat that ass a little kinda
11,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',Wit da every spot where nobody get insurance
12,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',You aint even close wit the rhymes that you wrote
13,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',"Looka, looka, looka, here, looka, shorty, got back"
14,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',"Looka, looka, looka, looka, looka"
15,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',"So Mista Funkmaster, pump the Bee Gees"
16,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',"We strive to teach the youth, baby and stay alive"
17,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',"Quite as his kept, that aint even his Benz"
18,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',Check the spelling R E F U G E E
19,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',Im eating mangoes in Trinidad wit attorneys
20,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',"Then I cuff up, cuff up, you whos calling bluff?"
21,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',"Yo, yo, you can tell by the way I roll shorty"
22,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',And since you understood we be
23,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',"And all you college students, bring your ouijas"
24,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',"Thats what we got, we got it good"
25,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',"Refugee camp, nuts baby"
26,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',God bless the day that my sons survive
27,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',My crews slang flow worldwide like a current
28,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',Pope hoe just a new stance like my influence
29,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',"Yeah, live at the Carnival, 97 til infinite"
30,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',In your pocket right now put your hands up
31,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',John play da mack while I pay the tax
32,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',Business as Usual watching Suspects
33,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',"John Forte, grab the mic, roots, sway it this way"
34,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',Buying her fake furs and taking her to the fever
35,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',"(Oh, yeah)"
36,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',"Yo, watch your lady"
37,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',"That Im a ladies man, a business man"
38,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',"I keep it intact, you, Clef do the track"
39,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',We got the Refugees All Stars rubba dubbing in the club
40,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',But its alright cause its Saturday night
41,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',"My mans claim true, you? Forget about it"
42,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',"Smooth and charismatic, automatic, you gonna save me"
43,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',Hold on theres too many in a wolf pack
44,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',Dont be mad cause you broke
45,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',"Steal my assets, get cut with Gillettes"
46,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',"Got juice, told your lady oops, we nuts, baby"
47,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',"We built this concept, connect like Nynex"
48,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',"Special ill rhyme, Dirtycash"
49,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',"Well, recognize, you a lie, trying do it"
50,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',"Yo, I cook up, cook up, the cop a pull up, pull up"
51,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',"Now you shook up, shook up cause you lock up, lock up"
52,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',"Hey, yo, John is chilling, Dirtycash chilling"
53,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',"Drinks at the bar, my American Express"
54,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',"You wanna stop the shining, you wanna stop the shining?"
55,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',"Yo, if you got more than dollar"
56,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',"Wyclef Jean, John Forte, Prizewell"
57,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',She spends his Franklins at the malls with her friends
58,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',"When I love up, love up, you, whos calling bluff?"
59,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',"Cant stop the shining, cant stop the shining"
60,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',"Material Girl, living in a material world"
61,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',What more can I say? We living
62,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',Let me clear my throat
63,b'WYCLEF JEAN FEAT. THE REFUGEE ALLSTARS - WE TRYING TO STAY ALIVE LYRICS',"Nah, mean the streets are getting a little crazy"
0,b'PM DAWN - SET ADRIFT ON MEMORY BLISS LYRICS',"I dont know, I doubt it. "
1,b'PM DAWN - SET ADRIFT ON MEMORY BLISS LYRICS',until I meet the thought of Missess Princess Who? 
2,b'PM DAWN - SET ADRIFT ON MEMORY BLISS LYRICS',"She was right, though, I cant lie. "
3,b'PM DAWN - SET ADRIFT ON MEMORY BLISS LYRICS',PM Dawn
4,b'PM DAWN - SET ADRIFT ON MEMORY BLISS LYRICS',a neutron dance for a neutron fan; 
5,b'PM DAWN - SET ADRIFT ON MEMORY BLISS LYRICS',"marionette strings are dangerous things, "
6,b'PM DAWN - SET ADRIFT ON MEMORY BLISS LYRICS', 
7,b'PM DAWN - SET ADRIFT ON MEMORY BLISS LYRICS',"I guess Ill leave that question to the experts, "
8,b'PM DAWN - SET ADRIFT ON MEMORY BLISS LYRICS',Often wonder what makes her work. 
9,b'PM DAWN - SET ADRIFT ON MEMORY BLISS LYRICS',I thought of all the trouble they bring. 
10,b'PM DAWN - SET ADRIFT ON MEMORY BLISS LYRICS',"Subterranean by design, "
11,b'PM DAWN - SET ADRIFT ON MEMORY BLISS LYRICS',then you know I cant remember a damn thing. 
12,b'PM DAWN - SET ADRIFT ON MEMORY BLISS LYRICS',"The next day I had the ring finger on her hand, "
13,b'PM DAWN - SET ADRIFT ON MEMORY BLISS LYRICS',it doesnt have meaning. 
14,b'PM DAWN - SET ADRIFT ON MEMORY BLISS LYRICS',behind a blind of plastic plants; 
15,b'PM DAWN - SET ADRIFT ON MEMORY BLISS LYRICS',Baby you send me 
16,b'PM DAWN - SET ADRIFT ON MEMORY BLISS LYRICS',I told her whispers in my heart were fine. 
17,b'PM DAWN - SET ADRIFT ON MEMORY BLISS LYRICS',what did she think she could do? 
18,b'PM DAWN - SET ADRIFT ON MEMORY BLISS LYRICS',"theyre probably alone, solitaire. "
19,b'PM DAWN - SET ADRIFT ON MEMORY BLISS LYRICS',"Shes got an ace in the hole, "
20,b'PM DAWN - SET ADRIFT ON MEMORY BLISS LYRICS',Set adrift on memory bliss of you
21,b'PM DAWN - SET ADRIFT ON MEMORY BLISS LYRICS',"cause complete control, I dont take too kind. "
22,b'PM DAWN - SET ADRIFT ON MEMORY BLISS LYRICS',"Thats the way it goes, I guess."
23,b'PM DAWN - SET ADRIFT ON MEMORY BLISS LYRICS',with a pastime intimate friend. 
24,b'PM DAWN - SET ADRIFT ON MEMORY BLISS LYRICS',"I think its one of those de ja vu things, "
25,b'PM DAWN - SET ADRIFT ON MEMORY BLISS LYRICS',"I wanted her to be a big PM Dawn fan, "
26,b'PM DAWN - SET ADRIFT ON MEMORY BLISS LYRICS',Or will I ever stop thinkin about it. 
27,b'PM DAWN - SET ADRIFT ON MEMORY BLISS LYRICS',I found the lady with the fat diamond ring. 
28,b'PM DAWN - SET ADRIFT ON MEMORY BLISS LYRICS',rubber bands expand in a frustrating sigh. 
29,b'PM DAWN - SET ADRIFT ON MEMORY BLISS LYRICS',Baby you send me... 
30,b'PM DAWN - SET ADRIFT ON MEMORY BLISS LYRICS',and I just put her right back with the rest. 
31,b'PM DAWN - SET ADRIFT ON MEMORY BLISS LYRICS',"The camera pans the cocktail glass, "
32,b'PM DAWN - SET ADRIFT ON MEMORY BLISS LYRICS',"She said, ""Bet youre probably gonna say I look lovely, "
33,b'PM DAWN - SET ADRIFT ON MEMORY BLISS LYRICS',"but you probably dont think nothin of me."" "
34,b'PM DAWN - SET ADRIFT ON MEMORY BLISS LYRICS',Miscellaneous
35,b'PM DAWN - SET ADRIFT ON MEMORY BLISS LYRICS',assuming that there are some out there. 
36,b'PM DAWN - SET ADRIFT ON MEMORY BLISS LYRICS',"let my eyes caress you, "
37,b'PM DAWN - SET ADRIFT ON MEMORY BLISS LYRICS',"I wonder what I would find if I met you, "
38,b'PM DAWN - SET ADRIFT ON MEMORY BLISS LYRICS',"I feel for her, I really do. "
39,b'PM DAWN - SET ADRIFT ON MEMORY BLISS LYRICS',"Shes just one of those corners in my mind, "
40,b'PM DAWN - SET ADRIFT ON MEMORY BLISS LYRICS',She broke her wishbone and wished for a sign. 
41,b'PM DAWN - SET ADRIFT ON MEMORY BLISS LYRICS',I can remember when I caught up 
42,b'PM DAWN - SET ADRIFT ON MEMORY BLISS LYRICS',"Careless whisper from a careless man, "
43,b'PM DAWN - SET ADRIFT ON MEMORY BLISS LYRICS',Set Adrift On Memory Bliss
44,b'PM DAWN - SET ADRIFT ON MEMORY BLISS LYRICS',"Reality used to be a friend of mine, "
45,b'PM DAWN - SET ADRIFT ON MEMORY BLISS LYRICS',or a dream thats tryin to tell me something. 
46,b'PM DAWN - SET ADRIFT ON MEMORY BLISS LYRICS',"An eye for an eye, a spy for a spy, "
47,b'PM DAWN - SET ADRIFT ON MEMORY BLISS LYRICS',but I had to put her right back with the rest. 
